Викторин Терентьевич Селиверстов,97000,184,3790.0,42,64,118,96,50
Викторин Эдгардович Попов,46000,160,3760.0,43,88,129,77,60
Виктория Александровна Давыдова,60000,185,2910.0,25,88,116,66,100
Виктория Антоновна Копылова,86000,159,2620.0,25,63,128,82,80
Виктория Вадимовна Белоусова,73000,172,2960.0,32,64,100,61,50
Виктория Валентиновна Терентьева,75000,190,3000.0,30,77,105,62,60
Виктория Викторовна Копылова,98000,189,2580.0,30,61,109,66,80
Виктория Владиславовна Крылова,90000,179,2990.0,30,62,103,77,80
Виктория Геннадьевна Иванова,49000,159,2900.0,26,87,109,84,80
Виктория Георгиевна Полякова,87000,182,2870.0,28,61,104,53,120
Виктория Георгиевна Филиппова,99000,182,2940.0,30,81,140,72,120
Виктория Ефимовна Белоусова,99000,167,2670.0,28,86,131,91,80
Виктория Ивановна Королева,85000,156,2750.0,29,84,112,93,120
Виктория Константиновна Силина,57000,161,2560.0,25,64,113,59,50
Виктория Кузьминична Никитина,65000,190,2660.0,29,69,111,86,120
Виктория Кузьминична Соловьева,60000,166,2680.0,25,78,103,80,120
Виктория Рудольфовна Бурова,72000,192,2620.0,29,90,123,69,30
Виктория Святославовна Фадеева,100000,161,2630.0,29,78,137,63,50
Виктория Семеновна Шилова,84000,186,2590.0,30,63,109,97,90
Виктория Сергеевна Зайцева,61000,177,2760.0,25,90,104,54,40
Виктория Филипповна Дмитриева,79000,169,2650.0,30,88,102,74,50
Виктория Эльдаровна Исакова,52000,173,2530.0,25,66,120,97,100
Виктория Эльдаровна Красильникова,65000,194,2610.0,27,71,130,53,110
Виктория Юльевна Зимина,63000,192,2600.0,32,84,126,94,70
Виктория Яковлевна Лобанова,49000,174,2800.0,25,82,113,82,70
Виноградов Аггей Валентинович,75000,161,3840.0,48,81,110,52,90
Виноградов Аристарх Бориславович,48000,176,3740.0,49,80,107,89,70
Виноградов Валентин Артемьевич,90000,170,3720.0,45,66,127,74,60
Виноградов Лаврентий Витальевич,97000,177,3560.0,42,87,100,99,110
Виноградов Селиверст Трофимович,87000,184,3540.0,49,90,114,89,70
Виноградов Терентий Феодосьевич,65000,161,3900.0,42,70,117,98,90
Виноградова Виктория Матвеевна,65000,162,2900.0,25,60,140,63,60
Виноградова Евпраксия Константиновна,62000,188,2610.0,28,64,108,70,50
Виноградова Лидия Алексеевна,76000,183,2700.0,25,72,134,82,40
Виссарион Владиленович Никонов,55000,157,3970.0,42,87,126,63,100
Виссарион Денисович Орлов,84000,195,3690.0,38,85,134,89,120
Виссарион Федосьевич Чернов,48000,161,3570.0,44,85,131,73,40
Виссарион Фомич Емельянов,53000,172,3570.0,48,83,127,85,60
Виссарион Эдуардович Королев,72000,183,3790.0,44,71,117,85,80
Виталий Исидорович Орехов,79000,194,3640.0,38,62,119,50,100
Виталий Фокич Тимофеев,91000,185,3640.0,38,60,123,95,90
Вишняков Севастьян Васильевич,70000,180,3540.0,37,79,137,54,60
Вишняков Фрол Ефстафьевич,73000,194,3750.0,42,90,129,56,50
Вишняков Януарий Гаврилович,66000,166,3980.0,49,90,123,91,60
Вишнякова Жанна Эльдаровна,65000,165,2530.0,28,84,105,99,100
Вишнякова Маргарита Романовна,98000,175,2510.0,28,82,103,77,50
Вишнякова Ольга Натановна,80000,185,2830.0,29,88,116,75,60
Вишнякова Таисия Оскаровна,97000,177,2520.0,33,88,129,66,60
Вишнякова Эмилия Геннадьевна,97000,191,2910.0,28,77,100,62,40
Владилен Венедиктович Галкин,93000,168,3820.0,48,89,131,90,100
Владилен Исидорович Туров,99000,194,3550.0,48,84,137,75,50
Владилен Фокич Фролов,45000,180,3520.0,47,88,122,84,50
Владимир Венедиктович Ситников,45000,184,3500.0,46,75,136,65,90
Владимир Гавриилович Рыбаков,54000,166,3910.0,49,77,119,54,110
Владимир Даниилович Доронин,99000,157,3890.0,35,68,114,90,120
Владимир Трифонович Максимов,91000,177,3940.0,38,71,107,90,100
Владимир Яковлевич Мельников,64000,178,3740.0,39,62,102,100,90
Владимиров Лев Дорофеевич,86000,167,3610.0,48,62,116,87,30
Владимиров Мариан Авдеевич,71000,162,3510.0,42,70,109,59,30
Владимирова Анжелика Львовна,91000,162,2870.0,33,88,135,90,70
Владимирова Вероника Станиславовна,65000,155,2910.0,25,71,124,84,80
Владимирова Клавдия Вячеславовна,62000,161,2840.0,27,81,124,66,100
Владимирова Мария Кузьминична,49000,162,2990.0,26,87,106,85,40
Владимирова Оксана Аркадьевна,82000,172,2510.0,25,71,113,88,30
Владимирова Раиса Альбертовна,95000,164,2900.0,32,81,134,100,40
Владимирова Татьяна Владиславовна,94000,193,2820.0,25,72,132,56,60
Владимирова Феврония Львовна,63000,177,2820.0,25,60,106,79,90
Владимирова Фёкла Богдановна,90000,179,2550.0,29,76,101,78,70
Владимирова Фёкла Валериевна,93000,155,2830.0,32,62,129,76,90
Владислав Адамович Сафонов,84000,172,3580.0,44,73,104,90,100
Владислав Афанасьевич Колесников,51000,183,3840.0,36,64,103,50,90
Владлен Тарасович Большаков,80000,183,3950.0,49,82,110,68,60
Владлен Юльевич Потапов,99000,194,3750.0,36,81,105,59,90
Влас Адрианович Степанов,48000,177,3700.0,44,84,116,71,90
Влас Анатольевич Казаков,47000,160,3560.0,42,74,109,62,110
Влас Вилорович Макаров,99000,182,3850.0,37,86,102,88,110
Власов Владислав Артёмович,86000,175,3710.0,47,67,127,83,40
Власов Всемил Исидорович,48000,162,3750.0,41,66,104,56,60
Власов Святослав Иосифович,86000,184,3900.0,44,82,128,77,60
Власов Юлиан Игоревич,67000,193,3910.0,39,75,136,94,80
Власова Агата Даниловна,90000,156,2500.0,27,90,136,89,70
Власова Ангелина Оскаровна,66000,186,2600.0,33,72,114,75,40
Власова Жанна Ниловна,54000,190,2710.0,30,68,103,87,30
Власова Ирина Леоновна,68000,161,2600.0,30,67,131,75,70
Власова Ксения Тимуровна,97000,173,2750.0,27,71,117,100,120
Власова Лукия Степановна,83000,157,2810.0,28,89,116,89,110
Власова Марина Архиповна,94000,165,2850.0,30,66,122,89,70
Власова Нонна Ефимовна,67000,159,2880.0,25,90,130,86,50
Власова Оксана Наумовна,82000,191,2700.0,26,77,109,99,100
Власова Светлана Борисовна,51000,189,2960.0,32,64,120,76,40
Волков Велимир Гурьевич,63000,183,3710.0,37,74,114,57,120
Волков Родион Трофимович,77000,160,3650.0,50,80,103,91,120
Волков Софон Абрамович,99000,195,3570.0,45,83,140,92,30
Волкова Анна Никифоровна,89000,173,2790.0,27,63,132,61,100
Волкова Галина Юльевна,66000,156,2580.0,28,74,135,92,30
Волкова Лидия Антоновна,54000,179,2610.0,33,61,137,51,70
Волкова Лора Валериевна,49000,168,2830.0,25,75,120,66,70
Волкова Нинель Ивановна,69000,155,2840.0,28,72,113,78,50
Волкова София Васильевна,88000,171,2560.0,25,76,115,86,40
Воробьев Амвросий Артурович,74000,192,3860.0,49,70,120,77,90
Воробьев Валентин Гурьевич,85000,162,3590.0,40,77,137,69,50
Воробьев Ладислав Ануфриевич,98000,159,3590.0,45,90,129,99,110
Воробьев Рубен Федотович,58000,187,3740.0,40,70,126,58,50
Воробьева Агата Григорьевна,49000,194,2970.0,31,63,125,55,30
Воробьева Ангелина Мироновна,91000,161,2580.0,26,85,124,60,60
Воробьева Евдокия Эльдаровна,77000,180,2600.0,28,87,137,89,70
Воробьева Нина Рубеновна,72000,166,2940.0,25,60,135,90,90
Воробьева Оксана Эльдаровна,49000,182,2690.0,33,84,102,84,110
Воробьева София Мироновна,69000,160,2800.0,33,67,132,85,50
Воронов Агап Якубович,67000,176,3720.0,40,60,132,52,40
Воронов Азарий Арсенович,95000,176,3820.0,40,70,116,64,50
Воронов Всеслав Марсович,50000,177,3720.0,44,84,111,64,110
Воронов Герман Владленович,82000,177,3630.0,44,80,112,51,50
Воронов Наркис Артёмович,52000,187,3900.0,47,78,139,58,80
Воронов Селиверст Терентьевич,84000,158,3900.0,36,60,140,96,110
Воронов Харитон Евстигнеевич,46000,184,3590.0,43,72,125,93,120
Воронова Жанна Ивановна,57000,191,2650.0,30,71,114,98,100
Воронова Кира Робертовна,57000,176,2880.0,29,64,128,70,100
Воронова Лукия Артемовна,74000,173,2760.0,27,66,104,58,110
Воронова Маргарита Олеговна,46000,194,2990.0,31,84,134,91,80
Воронова Пелагея Михайловна,74000,169,2830.0,29,73,136,71,100
Воронова Татьяна Борисовна,79000,159,2780.0,31,65,139,87,30
Воронцов Венедикт Федотович,58000,179,3870.0,37,77,126,90,30
Воронцов Леонтий Анисимович,88000,163,3830.0,48,81,122,76,120
Воронцов Митофан Филиппович,49000,167,3600.0,46,64,125,55,60
Воронцов Модест Бориславович,81000,189,3820.0,49,64,116,72,80
Воронцов Поликарп Жанович,74000,171,3740.0,39,87,112,86,100
Воронцов Яков Богданович,72000,176,3780.0,43,61,103,95,100
Воронцова Вера Святославовна,64000,176,2730.0,27,82,117,77,90
Воронцова Екатерина Леонидовна,85000,170,2570.0,28,70,138,60,40
Воронцова Ия Святославовна,49000,183,2680.0,27,74,103,69,100
Воронцова Майя Николаевна,48000,168,2560.0,30,80,112,90,90
Воронцова Раиса Владиславовна,63000,183,2590.0,27,86,136,76,30
Всеволод Ааронович Ефремов,62000,182,3790.0,43,82,101,61,110
Всеволод Андреевич Никонов,98000,157,3850.0,49,73,116,97,60
Всеволод Дорофеевич Мухин,93000,177,3770.0,39,81,130,98,30
Всеволод Жоресович Игнатьев,66000,174,3830.0,40,71,106,94,110
Всеволод Феодосьевич Авдеев,47000,175,3780.0,50,79,123,75,40
Всеволод Феодосьевич Шестаков,82000,158,3770.0,43,65,122,61,110
Всемил Владленович Михеев,85000,194,3830.0,46,69,107,99,30
Всемил Дмитриевич Ефимов,52000,183,3590.0,40,76,115,84,110
Всемил Ефимович Артемьев,70000,170,3610.0,45,86,101,94,40
Всемил Ярославович Воробьев,92000,162,3780.0,50,68,140,53,90
Всеслав Владиленович Цветков,82000,158,3820.0,50,83,120,75,110
Всеслав Зиновьевич Князев,72000,165,3970.0,39,87,111,98,40
Вышеслав Августович Муравьев,83000,162,3780.0,50,83,108,62,40
Вышеслав Глебович Рогов,86000,158,3760.0,37,75,134,96,30
Вячеслав Димитриевич Аксенов,84000,179,3540.0,48,69,115,71,100
Вячеслав Ильясович Юдин,55000,174,3660.0,41,76,100,85,100
Гаврила Антипович Туров,66000,167,2650.0,30,70,140,88,120
Гаврилов Арефий Феоктистович,79000,166,3930.0,39,68,118,66,120
Гаврилов Данила Абрамович,77000,185,3780.0,40,88,128,56,90
Гаврилов Доброслав Тихонович,80000,180,3690.0,39,84,110,81,60
Гаврилов Кирилл Ильич,45000,159,3500.0,45,68,108,79,80
Гаврилов Милен Харламович,62000,189,3910.0,35,79,129,61,90
Гаврилов Никодим Феодосьевич,71000,158,3840.0,37,67,115,100,60
Гаврилов Савва Вячеславович,62000,192,3990.0,49,61,107,99,100
Гаврилов Чеслав Вячеславович,60000,173,3650.0,43,84,130,66,70
Гаврилова Василиса Викторовна,80000,175,2650.0,31,80,121,60,50
Гаврилова Глафира Эльдаровна,85000,158,2620.0,31,86,114,95,80
Гаврилова Иванна Валентиновна,58000,161,2510.0,28,68,129,94,50
Гаврилова Ираида Львовна,59000,182,2510.0,30,69,115,51,120
Гаврилова Любовь Яковлевна,58000,194,2980.0,31,86,133,53,110
Галактион Валерианович Сидоров,72000,179,3800.0,47,64,123,77,100
Галина Анатольевна Бирюкова,56000,156,2900.0,31,89,105,97,40
Галина Артемовна Пестова,50000,155,2950.0,27,87,136,70,110
Галина Борисовна Борисова,88000,167,2970.0,25,89,111,55,110
Галина Васильевна Соколова,74000,170,2880.0,33,87,129,50,90
Галина Вениаминовна Шубина,99000,164,2560.0,33,87,134,85,30
Галина Георгиевна Капустина,65000,168,2930.0,25,86,104,81,70
Галина Георгиевна Суворова,62000,185,2690.0,26,76,111,81,40
Галина Ивановна Боброва,81000,169,2840.0,32,90,117,93,30
Галина Ивановна Владимирова,95000,165,2710.0,29,72,110,84,40
Галина Львовна Никифорова,76000,174,2640.0,32,77,120,56,60
Галина Макаровна Кабанова,87000,163,2880.0,26,70,101,63,50
Галина Максимовна Устинова,81000,187,2700.0,31,75,118,89,70
Галина Оскаровна Фомина,66000,164,2650.0,33,78,105,85,70
Галина Романовна Дорофеева,92000,184,2500.0,27,89,106,84,80
Галина Семеновна Лапина,94000,170,2610.0,27,75,132,100,80
Галина Яковлевна Горшкова,65000,168,3000.0,32,77,128,74,40
Галкин Борис Гаврилович,79000,170,3770.0,40,67,112,93,80
Галкин Вениамин Викторович,53000,192,3780.0,41,85,101,62,90
Галкин Герман Филиппович,87000,187,3740.0,38,90,139,73,60
Галкин Святополк Антонович,74000,177,3690.0,35,81,140,93,80
Галкина Кира Аркадьевна,95000,163,2850.0,27,87,119,55,40
Галкина Лариса Архиповна,59000,193,2840.0,33,66,122,60,120
Галкина Фаина Ивановна,100000,168,2560.0,29,61,104,75,50
Гедеон Трофимович Кириллов,52000,179,3860.0,43,77,114,68,30
Геннадий Антонович Кудряшов,66000,168,3720.0,49,80,112,73,100
Геннадий Ерофеевич Бобров,71000,177,3840.0,46,75,103,93,90
Геннадий Ефимович Андреев,72000,176,3520.0,41,66,113,66,100
Геннадий Ильясович Шилов,95000,190,3990.0,36,64,109,95,120
Георгий Денисович Ковалев,92000,183,3830.0,46,71,122,95,40
Георгий Егорович Быков,92000,186,3760.0,49,62,127,58,70
Георгий Яковлевич Абрамов,81000,160,3520.0,40,82,108,65,40
Георгий Ярославович Блинов,86000,194,3910.0,44,75,130,99,50
Герасим Алексеевич Сергеев,61000,156,3940.0,40,77,116,82,100
Герасим Архипович Карпов,48000,168,3620.0,42,64,138,89,30
Герасим Ерофеевич Мясников,77000,162,3910.0,35,79,123,51,120
Герасим Иосифович Гущин,94000,183,3870.0,38,85,103,51,30
Герасим Юльевич Кононов,63000,173,3910.0,50,89,114,56,40
Герасим Яковлевич Суханов,88000,192,3670.0,48,65,102,55,30
Герасимов Владилен Давидович,69000,172,3590.0,37,85,129,94,40
Герасимов Гремислав Феофанович,100000,177,3650.0,37,61,128,56,50
Герасимов Макар Алексеевич,98000,170,3900.0,40,67,131,99,110
Герасимов Милан Теймуразович,95000,186,3780.0,49,61,115,66,60
Герасимов Никанор Еремеевич,54000,157,3660.0,42,86,107,61,50
Герасимов Савелий Трифонович,47000,178,3840.0,49,61,107,56,110
Герасимов Эрнст Августович,86000,182,3560.0,35,86,130,68,70
Герасимова Акулина Аркадьевна,64000,176,2650.0,30,82,101,96,110
Герасимова Анастасия Андреевна,79000,160,2750.0,25,83,124,97,30
Герасимова Анастасия Юльевна,52000,170,2950.0,29,64,131,63,90
Герасимова Мария Тимуровна,80000,158,2900.0,30,62,139,50,50
Герасимова Наталья Юльевна,59000,177,2840.0,25,83,134,92,50
Герман Арсеньевич Мишин,94000,168,3680.0,47,69,108,60,40
Герман Германович Максимов,79000,165,3720.0,47,86,138,70,30
Глафира Алексеевна Назарова,59000,167,2710.0,31,64,127,69,60
Глафира Анатольевна Крылова,58000,193,2570.0,28,64,110,94,30
Глафира Антоновна Костина,70000,186,2780.0,28,89,112,86,100
Глафира Архиповна Алексеева,86000,160,2860.0,25,85,121,65,70
Глафира Васильевна Орехова,78000,191,2730.0,25,71,109,55,40
Глафира Васильевна Цветкова,88000,177,2980.0,30,65,108,66,70
Глафира Викторовна Морозова,95000,182,2890.0,32,76,110,63,30
Глафира Константиновна Иванова,59000,177,2690.0,33,61,131,92,90
Глафира Кузьминична Михайлова,96000,172,2940.0,29,66,128,55,110
Глафира Макаровна Вишнякова,63000,161,2540.0,28,63,124,75,100
Глафира Наумовна Тетерина,70000,163,2890.0,31,80,125,100,50
Глафира Наумовна Шашкова,47000,184,2790.0,29,90,140,50,50
Глафира Олеговна Доронина,73000,194,2900.0,28,85,135,54,90
Глафира Руслановна Гордеева,85000,168,2800.0,26,90,102,67,30
Глафира Святославовна Карпова,76000,159,2960.0,26,72,135,89,110
Глафира Тарасовна Анисимова,60000,158,2510.0,30,61,135,55,50
Глафира Тарасовна Шарапова,61000,195,2610.0,30,82,102,70,120
Глеб Александрович Баранов,82000,195,3610.0,41,60,125,89,120
Глеб Арсенович Елисеев,85000,172,3790.0,40,84,102,77,40
Глеб Владиславович Семенов,70000,159,3810.0,40,77,133,99,70
Глеб Гаврилович Горбачев,50000,183,3910.0,36,64,114,55,110
Глеб Федотович Рожков,89000,172,3990.0,39,68,137,89,60
Глеб Ярославович Куликов,53000,165,3740.0,38,82,114,96,40
Голубев Лукьян Виленович,59000,158,3980.0,48,82,104,100,80
Голубев Мирослав Ильич,87000,167,3700.0,35,68,135,70,40
Голубев Митофан Ермилович,58000,185,3650.0,50,78,133,69,120
Голубев Онуфрий Викентьевич,80000,180,3780.0,37,88,103,98,70
Голубев Серафим Викентьевич,81000,189,3540.0,41,71,136,55,90
Голубев Эдуард Викентьевич,65000,195,3500.0,45,69,114,82,50
Голубев Эрнест Якубович,59000,155,3890.0,36,65,131,62,120
Голубева Анастасия Вячеславовна,92000,165,2820.0,30,73,131,78,110
Голубева Виктория Максимовна,81000,155,2560.0,27,77,133,50,40
Голубева Дарья Святославовна,82000,161,2790.0,28,69,107,87,70
Голубева Елизавета Федоровна,88000,163,2740.0,28,65,112,100,90
Голубева Нонна Анатольевна,54000,187,3000.0,28,86,113,95,90
Голубева Ульяна Харитоновна,48000,181,2800.0,29,83,129,51,30
Горбачев Клавдий Давидович,80000,176,3860.0,43,85,130,69,80
Горбачев Самуил Фадеевич,62000,178,3620.0,36,69,116,71,40
Горбачева Валентина Леоновна,61000,186,2750.0,31,67,131,68,50
Горбачева Евфросиния Аркадьевна,76000,179,2780.0,28,64,114,57,110
Горбачева Кира Анатольевна,60000,184,2630.0,32,62,120,78,60
Горбунов Андрон Ерофеевич,76000,176,3860.0,47,73,118,72,90
Горбунов Иван Витальевич,90000,165,3820.0,42,62,125,58,30
Горбунов Леон Демидович,75000,168,4000.0,44,60,110,58,120
Горбунов Остап Федотович,66000,156,3760.0,39,89,123,52,50
Горбунова Вера Наумовна,86000,168,2620.0,32,80,106,59,60
Горбунова Елена Валентиновна,58000,167,2600.0,31,80,116,92,50
Горбунова Елизавета Юрьевна,93000,187,2720.0,27,66,114,61,70
Горбунова Светлана Робертовна,64000,166,2850.0,27,66,137,62,50
Гордеев Аскольд Августович,91000,192,3510.0,50,73,114,92,110
Гордеев Аскольд Ермилович,93000,173,3990.0,41,87,131,57,40
Гордеев Дорофей Богданович,53000,174,3570.0,50,61,100,83,70
Гордеев Иван Викторович,92000,165,3730.0,40,77,114,98,90
Гордеев Карп Виленович,93000,189,3870.0,38,84,104,65,40
Гордеев Мина Дмитриевич,53000,163,3720.0,42,69,110,99,70
Гордеев Мокей Терентьевич,71000,190,3960.0,39,73,115,60,120
Гордеева Валерия Александровна,47000,158,2680.0,33,60,123,91,90
Гордеева Дарья Натановна,81000,165,2520.0,33,69,111,94,60
Гордеева Зоя Захаровна,88000,183,3000.0,33,86,119,98,60
Гордеева Ольга Афанасьевна,86000,188,2750.0,30,62,106,70,90
Гордеева Регина Аскольдовна,85000,185,2870.0,25,81,108,80,30
Гордеева София Яковлевна,78000,176,2580.0,29,88,138,55,100
Гордей Богданович Степанов,77000,156,3630.0,48,74,132,64,90
Гордей Игнатьевич Ильин,65000,173,3800.0,49,82,120,53,80
Гордей Феликсович Субботин,76000,194,3690.0,47,84,109,87,100
Горшков Александр Аксёнович,55000,171,3660.0,47,61,104,54,110
Горшков Анатолий Фёдорович,47000,182,3860.0,38,82,129,90,50
Горшков Дмитрий Авдеевич,86000,181,3530.0,50,73,135,75,100
Горшков Клавдий Тимурович,84000,167,3660.0,44,70,109,70,60
Горшков Родион Захарьевич,83000,190,3910.0,38,70,135,65,30
Горшкова Вероника Ниловна,66000,174,2870.0,30,82,124,57,110
Горшкова Ксения Болеславовна,96000,157,2760.0,25,86,138,95,110
Горшкова Лора Ефимовна,73000,161,2530.0,33,90,124,78,90
Горшкова Нинель Артемовна,54000,183,2680.0,30,65,109,63,80
Гостомысл Иосипович Калинин,50000,193,3820.0,44,86,100,56,50
Гремислав Авдеевич Самсонов,72000,181,3580.0,41,89,128,87,90
Григорий Ермолаевич Кириллов,90000,195,3940.0,39,71,139,71,70
Григорий Измаилович Рогов,88000,169,3580.0,47,75,129,96,100
Григорьев Аким Игнатьевич,97000,160,3800.0,45,85,138,85,60
Григорьев Виссарион Владиславович,56000,194,3990.0,48,74,133,52,40
Григорьев Владилен Юлианович,92000,170,3750.0,35,62,106,65,40
Григорьев Измаил Юлианович,82000,172,3590.0,35,70,118,99,80
Григорьев Станимир Изотович,67000,175,3640.0,41,62,128,84,80
Григорьев Тимур Григорьевич,50000,163,3800.0,45,85,117,68,40
Григорьев Фортунат Ярославович,68000,192,3780.0,41,82,107,75,110
Григорьева Агата Руслановна,72000,160,2980.0,32,60,105,96,80
Григорьева Евгения Валериевна,74000,156,2640.0,33,64,127,60,70
Григорьева Ирина Леонидовна,47000,167,2870.0,30,85,111,96,70
Григорьева Мария Ефимовна,50000,165,2820.0,32,78,114,96,100
Григорьева Мария Тимуровна,45000,173,2940.0,28,84,104,67,50
Григорьева Наталья Вениаминовна,52000,156,3000.0,31,66,124,63,120
Гришин Иосиф Ерофеевич,90000,170,3980.0,44,71,113,67,60
Гришин Никон Фокич,92000,185,3870.0,44,66,120,60,40
Гришина Алина Борисовна,68000,165,2770.0,25,81,123,58,110
Гришина Прасковья Викторовна,48000,167,2930.0,27,80,137,76,50
Громов Владимир Вячеславович,86000,173,3820.0,37,82,123,99,80
Громов Зосима Валерьевич,75000,173,3790.0,38,88,138,52,120
Громов Ираклий Августович,100000,172,3530.0,44,60,102,92,50
Громов Поликарп Эдгарович,98000,164,3570.0,40,80,109,62,60
Громова Алевтина Семеновна,66000,160,2720.0,32,86,130,85,60
Громова Анжелика Владимировна,68000,159,2970.0,28,80,126,88,110
Громова Валерия Даниловна,54000,169,2560.0,29,71,100,83,120
Громова Наталья Леонидовна,64000,155,2660.0,27,89,126,60,40
Громова Регина Федоровна,77000,167,2610.0,29,82,107,80,100
Гуляев Вадим Андреевич,62000,183,3740.0,48,79,121,60,60
Гуляев Дементий Юлианович,98000,191,3790.0,41,65,111,74,90
Гуляев Евстигней Юлианович,62000,189,3610.0,47,89,102,59,80
Гуляев Ефрем Феофанович,100000,177,3680.0,48,65,129,92,100
Гуляев Леонид Иларионович,98000,182,3680.0,46,90,102,58,70
Гуляева Анна Ивановна,45000,173,2870.0,33,73,135,89,80
Гуляева Валентина Анатольевна,47000,163,2860.0,32,71,118,87,110
Гуляева Варвара Семеновна,55000,187,2500.0,26,72,107,93,40
Гуляева Людмила Федоровна,79000,167,2680.0,31,66,136,66,90
Гуляева Марфа Антоновна,67000,185,2910.0,25,79,103,82,50
Гуляева Полина Георгиевна,73000,183,2520.0,26,75,131,97,90
Гурий Ефстафьевич Уваров,61000,166,3720.0,41,64,110,100,60
Гурий Иларионович Федоров,50000,193,3520.0,36,89,102,92,60
Гурий Феофанович Калинин,47000,157,3920.0,37,63,109,57,30
Гурьев Карл Артемьевич,93000,174,3960.0,43,82,109,72,40
Гурьев Максим Елисеевич,76000,155,3920.0,46,61,121,83,80
Гурьев Милован Германович,53000,180,3780.0,48,83,121,55,90
Гурьев Осип Трофимович,94000,176,3520.0,46,67,120,54,110
Гурьев Селиван Эдуардович,58000,192,3920.0,37,85,118,55,80
Гурьев Сигизмунд Августович,50000,173,3540.0,46,90,130,97,70
Гурьев Симон Гертрудович,52000,188,3760.0,38,81,123,53,120
Гурьев Эрнст Елизарович,80000,160,3610.0,47,68,139,75,50
Гурьева Зоя Леоновна,85000,159,2940.0,28,75,129,89,50
Гурьева Марина Валентиновна,83000,166,2670.0,27,63,135,68,110
Гусев Карп Фокич,66000,167,3890.0,37,62,100,80,110
Гусев Твердислав Зиновьевич,75000,185,3520.0,47,84,105,82,40
Гусев Фадей Ильясович,95000,188,3780.0,46,62,134,85,90
Гусева Анна Семеновна,64000,178,2980.0,33,81,128,63,70
Гусева Глафира Натановна,89000,185,2550.0,27,73,103,96,100
Гусева Глафира Феликсовна,95000,156,2990.0,31,62,103,72,40
Гусева Елена Харитоновна,47000,195,2640.0,28,65,120,91,40
Гусева Лидия Николаевна,56000,165,2810.0,32,79,107,76,120
Гусева Надежда Аркадьевна,78000,179,2680.0,27,79,115,59,30
Гусева Раиса Семеновна,91000,175,2900.0,26,65,140,65,110
Гусева Ульяна Евгеньевна,59000,173,2730.0,28,89,119,97,80
Гущин Антип Абрамович,66000,186,3790.0,45,71,105,73,100
Гущин Константин Брониславович,94000,171,3680.0,44,69,108,56,100
Гущин Фортунат Игнатьевич,51000,181,3500.0,41,70,117,92,30
Гущина Евпраксия Архиповна,59000,158,2560.0,28,75,129,63,40
Гущина Зинаида Владиславовна,49000,185,2550.0,29,71,102,87,90
Гущина Полина Геннадиевна,98000,163,2530.0,33,87,132,81,110
Давыд Антипович Бирюков,69000,163,3740.0,49,90,124,56,90
Давыд Федосеевич Рожков,55000,184,3640.0,46,74,134,65,100
Давыд Ярославович Федотов,53000,168,3510.0,45,72,118,52,120
Давыдов Галактион Александрович,85000,173,3510.0,47,83,132,82,100
Давыдов Карл Гордеевич,82000,185,3870.0,38,80,108,60,60
Давыдов Олег Аверьянович,70000,170,3640.0,36,60,135,55,30
Давыдов Тимур Захарьевич,61000,190,4000.0,50,65,115,99,110
Давыдов Эдуард Викентьевич,89000,158,3810.0,40,82,103,54,60
Давыдова Агата Вадимовна,81000,157,2660.0,25,79,104,95,70
Давыдова Пелагея Анатольевна,45000,166,2990.0,29,72,111,68,40
Давыдова Раиса Николаевна,100000,164,2870.0,29,89,106,79,80
Давыдова Ульяна Тимуровна,90000,164,2990.0,29,72,103,88,110
Данила Жанович Владимиров,72000,161,2970.0,28,69,123,78,40
Данилов Арсений Гертрудович,52000,171,3780.0,48,67,126,58,90
Данилов Владлен Димитриевич,92000,175,3830.0,39,78,123,63,90
Данилов Влас Игнатович,57000,172,3950.0,48,77,136,81,40
Данилов Галактион Гаврилович,74000,176,3540.0,37,67,129,82,70
Данилов Гостомысл Бенедиктович,94000,173,3970.0,37,80,108,60,110
Данилов Никита Тимурович,63000,180,3510.0,36,68,135,77,90
Данилов Эммануил Геннадиевич,63000,187,3730.0,37,80,118,70,40
Данилова Ангелина Афанасьевна,97000,168,2740.0,31,76,122,69,70
Данилова Зинаида Тимуровна,48000,155,2610.0,31,86,102,99,30
Данилова Мария Федоровна,58000,162,2910.0,31,79,115,61,120
Данилова Олимпиада Захаровна,77000,176,2760.0,33,67,122,99,90
Дарья Алексеевна Мамонтова,87000,169,2930.0,32,89,104,62,40
Дарья Антоновна Королева,60000,190,2880.0,28,83,138,60,80
Дарья Аскольдовна Ларионова,47000,171,2720.0,29,64,117,77,70
Дарья Афанасьевна Белозерова,47000,189,2620.0,28,60,104,60,30
Дарья Вадимовна Петрова,73000,156,2770.0,29,82,132,58,120
Дарья Викторовна Блинова,99000,183,2950.0,26,88,122,57,50
Дарья Вячеславовна Нестерова,92000,186,2990.0,31,88,125,60,90
Дарья Григорьевна Терентьева,67000,155,2990.0,29,81,137,69,90
Дарья Даниловна Родионова,66000,166,2610.0,26,88,108,55,90
Дарья Ильинична Зыкова,96000,155,2700.0,25,61,126,63,70
Дарья Константиновна Зыкова,72000,161,2840.0,31,64,119,73,100
Дарья Львовна Соколова,45000,156,2970.0,25,87,122,70,40
Дарья Никифоровна Ширяева,46000,182,2910.0,25,75,138,56,80
Дарья Николаевна Лазарева,46000,183,2510.0,28,62,126,74,100
Дарья Николаевна Тарасова,88000,156,2810.0,26,73,109,82,30
